geo_id,latitude,longitude
842,37.3384,-120.488
843,32.3876,-88.6883
844,32.5103,-94.8057
845,29.9805,-90.0625
846,33.4558,-112.12
847,32.8358,-83.6276
848,36.0981,-80.2475
849,35.069,-85.1037
850,42.8008,-73.9728
851,38.6014,-90.225
852,42.7419,-88.1699
853,40.6954,-73.9752
854,34.0718,-117.311
855,37.6849,-87.9186
856,42.6075,-89.6535
857,33.8909,-84.2065
858,42.2363,-84.3994
859,41.538,-88.0968
860,40.3416,-75.9335
861,37.9692,-121.758
862,37.8542,-97.5122
863,41.8608,-87.7141
864,41.6735,-83.5858
865,37.3244,-89.98
866,38.0193,-121.295
867,34.8128,-86.9831
868,42.1251,-72.5245
869,34.0704,-117.44
870,39.5528,-111.453
871,39.0355,-94.2715
872,40.9257,-74.1717
873,34.1381,-118.231
874,61.2141,-149.879
875,40.9252,-74.1766
876,37.2832,-121.994
877,40.4425,-79.9835
878,39.1006,-94.6024
879,42.2866,-85.6235
880,30.3539,-81.6544
881,40.6935,-75.1698
882,35.1565,-78.9056
883,39.8248,-86.1564
884,29.5945,-90.6693
885,39.6975,-86.1348
886,26.7201,-80.0668
887,29.9254,-95.6786
888,35.3879,-94.4007
889,36.8309,-83.4034
890,41.7575,-87.6506
891,37.1702,-83.9695
892,32.3055,-106.747
893,38.6388,-90.2489
894,32.8671,-96.614
895,41.1568,-124.129
896,43.1185,-78.5916
897,35.0265,-85.2553
898,41.8145,-87.635
899,32.7026,-97.076
900,42.8811,-73.1987
901,42.5171,-82.983
902,45.0114,-93.2994
903,31.085,-97.7647
904,38.3211,-121.967
905,36.2137,-86.7644
906,45.798,-108.453
907,36.7651,-119.782
908,42.371,-71.0789
909,40.6126,-75.4682
910,41.753,-71.4356
911,35.1553,-80.7449
912,39.2745,-76.6646
913,32.2883,-83.2587
914,37.3355,-93.178
915,36.0974,-96.0003
916,30.2577,-91.0993
917,39.7407,-121.858
918,28.545,-81.4112
919,36.217,-81.6719
920,48.2636,-116.572
921,40.3409,-76.4113
922,36.2365,-115.074
923,29.4272,-98.4611
924,43.1934,-86.1412
925,40.7364,-74.189
926,44.0116,-116.964
927,41.0478,-87.87
928,43.1459,-77.5945
929,37.7356,-122.171
930,42.5091,-90.6681
931,29.5464,-95.1906
932,29.6714,-95.5548
933,42.0519,-87.6964
934,41.2395,-75.8804
935,37.4934,-77.4797
936,41.87,-87.7107
937,34.1575,-118.438
938,34.5309,-82.6759
939,36.0594,-94.1725
940,27.8004,-97.4143
941,41.6573,-87.5484
942,41.8777,-87.7698
943,25.8925,-97.4072
944,36.1684,-95.9006
945,45.2989,-93.4104
946,40.7514,-82.5146
947,40.6623,-89.6353
948,33.7839,-83.696
949,38.8078,-77.0499
950,43.0382,-83.6453
951,41.6663,-87.6404
952,34.075,-84.382
953,41.9059,-87.7624
954,34.0761,-117.653
955,40.4572,-90.6973
956,36.307,-95.7962
957,37.7504,-122.175
958,34.9469,-120.437
959,29.7057,-95.2834
960,41.8112,-87.9999
961,37.7463,-85.5489
962,42.996,-77.4317
963,30.2237,-93.2052
964,46.6015,-120.494
965,33.755,-84.482
966,40.4817,-79.9393
967,41.7054,-73.9126
968,41.4788,-81.6029
969,42.2922,-83.1162
970,41.6427,-87.4521
971,33.8914,-98.4935
972,41.9905,-91.6512
973,39.132,-94.6162
974,31.2203,-89.9055
975,33.223,-96.9366
976,38.5553,-121.725
977,41.5633,-72.6514
978,35.667,-81.9014
979,42.2303,-89.0797
980,35.4739,-89.6968
981,39.3911,-76.564
982,34.6696,-92.3756
983,37.4075,-94.7026
984,41.7655,-87.6233
985,41.8103,-87.6666
986,41.895,-87.7681
987,39.7488,-75.5897
988,31.5476,-91.3584
989,32.4729,-97.0135
990,43.0909,-87.9775
991,31.1333,-83.4378
992,40.2027,-79.9268
993,40.8604,-73.8575
994,34.7376,-79.3415
995,42.0158,-71.4822
996,41.8664,-87.7044
997,38.0251,-78.4807
998,41.8176,-87.5994
999,42.5275,-96.4054
1000,40.2407,-76.9
1001,19.5884,-155.127
1002,42.9147,-78.808
1003,39.9055,-75.1741
1004,38.0036,-122.084
1005,33.7017,-84.3774
1006,29.5906,-95.2204
1007,40.674,-73.9445
1008,30.022,-95.4231
1009,40.6722,-73.8074
1010,38.0048,-121.628
1011,40.8805,-73.8474
1012,29.951,-90.0662
1013,37.3212,-89.5106
1014,40.2512,-75.677
1015,37.9967,-122.112
1016,46.8803,-96.7847
1017,42.0794,-71.0325
1018,38.1912,-82.4567
1019,41.7867,-87.6669
1020,39.1305,-85.1314
1021,41.9094,-87.7145
1022,39.3222,-76.5728
1023,41.4916,-81.6276
1024,39.0354,-84.4523
1025,28.2756,-81.3403
1026,42.2583,-71.7945
1027,43.2048,-77.6961
1028,30.5236,-91.1862
1029,47.7047,-117.379
1030,30.5098,-91.1727
1031,43.5599,-96.6915
1032,39.7868,-84.2117
1033,37.2827,-121.89
1034,39.8978,-75.1166
1035,44.9619,-89.6212
1036,26.2866,-80.1106
1037,35.8231,-90.6683
1038,30.4796,-87.7262
1039,41.7406,-72.684
1040,43.2125,-77.9394
1041,35.8292,-90.7258
1042,33.7778,-118.201
1043,33.4749,-82.4756
1044,41.6316,-83.5797
1045,34.7792,-82.4083
1046,43.0931,-89.3451
1047,39.662,-75.5778
1048,41.4817,-81.828
1049,33.1167,-81.1345
1050,35.7395,-77.8877
1051,30.9272,-90.5224
1052,41.7671,-87.6347
1053,45.6355,-122.633
1054,32.4497,-84.9113
1055,39.4943,-119.787
1056,41.1911,-96.0973
1057,37.6946,-97.3931
1058,42.1376,-71.1475
1059,32.4401,-84.9238
1060,28.676,-81.5006
1061,35.0066,-78.937
1062,43.4253,-70.5634
1063,41.7053,-87.6258
1064,44.8805,-93.1237
1065,33.3911,-86.9585
1066,40.7992,-81.4032
1067,33.6392,-84.3979
1068,33.9756,-80.9516
1069,41.4196,-75.6587
1070,41.7741,-87.7202
1071,41.8967,-87.6282
1072,39.1542,-75.5165
1073,38.5964,-90.2353
1074,37.9513,-121.243
1075,39.9622,-75.2449
1076,42.28,-71.0878
1077,41.955,-91.7106
1078,42.423,-83.2968
1079,38.4679,-121.459
1080,39.4709,-75.0113
1081,31.7673,-93.1022
1082,33.9857,-118.309
1083,43.4147,-83.8976
1084,33.7807,-84.2385
1085,34.6055,-79.6721
1086,35.0145,-97.935
1087,33.3203,-79.665
1088,34.6106,-78.9717
1089,40.9128,-74.1985
1090,26.7736,-80.0832
